,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4,Temp (C)
2007-01-01 00:00:00,2.550633333333333,0.11280000000000001,241.36133333333325,10.53000000000001,0.0,0.5833333333333334,0.0,41.927222149999984,5.9
2007-01-01 01:00:00,2.5234000000000005,0.07163333333333334,241.0965,10.443333333333337,0.0,0.0,0.0,42.05666658333334,5.8
2007-01-01 02:00:00,2.582333333333333,0.10666666666666667,243.20016666666666,10.540000000000001,0.0,0.3333333333333333,0.0,42.7055556,5.7
2007-01-01 03:00:00,2.541666666666666,0.0901,243.26566666666665,10.39999999999999,0.0,0.26666666666666666,0.0,42.09444423333334,5.9
2007-01-01 04:00:00,2.4757333333333333,0.08816666666666667,242.45616666666663,10.110000000000008,0.0,0.0,0.0,41.2622221,5.0
2007-01-01 05:00:00,2.476233333333333,0.10166666666666667,242.34866666666662,10.149999999999995,0.0,0.5833333333333334,0.0,40.68722204999999,6.9
2007-01-01 06:00:00,2.4557999999999995,0.08613333333333335,241.22183333333336,10.103333333333335,0.0,0.0,0.0,40.93000003333332,6.3
2007-01-01 07:00:00,2.4471999999999996,0.10686666666666665,240.31416666666667,10.119999999999997,0.0,0.55,0.0,40.2366666,7.1
2007-01-01 08:00:00,2.4417333333333335,0.07810000000000002,241.14316666666667,10.046666666666669,0.0,0.05,0.0,40.645555416666674,7.3
2007-01-01 09:00:00,3.1461333333333332,0.06759999999999998,239.7788333333333,13.05333333333334,0.0,0.0,12.033333333333333,40.40222206666667,6.5
2007-01-01 10:00:00,2.6617333333333337,0.11026666666666665,238.42516666666674,11.10333333333333,0.0,0.5833333333333334,2.4833333333333334,41.29555521666666,6.5
2007-01-01 11:00:00,2.576000000000001,0.07116666666666666,237.3245,10.793333333333335,0.0,0.0,0.0,42.933333299999994,5.9
2007-01-01 12:00:00,2.6158666666666672,0.12083333333333333,237.75799999999992,10.93666666666667,0.0,0.5666666666666667,0.0,43.03111113333331,6.4
2007-01-01 13:00:00,2.1624000000000003,0.06723333333333334,238.66950000000003,9.03666666666666,0.0,0.0,0.0,36.03999975833334,6.5
2007-01-01 14:00:00,1.2944,0.24123333333333327,240.65666666666667,5.6099999999999985,0.0,0.23333333333333334,9.05,12.289999985,6.3
2007-01-01 15:00:00,1.9091666666666671,0.11086666666666668,238.9151666666667,7.930000000000001,0.0,0.35,17.483333333333334,13.986111176666673,5.8
2007-01-01 16:00:00,1.3901000000000001,0.11063333333333333,239.3874999999999,5.746666666666662,0.0,0.0,17.55,5.618333473333332,6.2
2007-01-01 17:00:00,1.632066666666666,0.12950000000000003,237.47633333333346,6.833333333333333,0.0,0.5833333333333334,17.283333333333335,9.334444523333334,6.0
2007-01-01 18:00:00,1.4618999999999998,0.06919999999999998,238.33633333333333,6.039999999999998,0.0,0.0,17.4,6.96500014,6.7
2007-01-01 19:00:00,0.7323000000000003,0.12716666666666668,237.758,3.08666666666667,0.0,0.4666666666666667,4.716666666666667,7.021666813333329,7.8
2007-01-01 20:00:00,0.41229999999999983,0.07113333333333334,237.82683333333335,1.716666666666667,0.0,0.11666666666666667,0.0,6.754999940000001,7.8
2007-01-01 21:00:00,0.43393333333333317,0.10060000000000001,239.42316666666662,1.8299999999999998,0.0,0.0,0.0,7.232222184999999,7.8
2007-01-01 22:00:00,0.44373333333333337,0.11489999999999999,241.12433333333337,1.906666666666665,0.0,0.6,0.0,6.795555639999998,7.5
2007-01-01 23:00:00,0.44996666666666674,0.11496666666666668,243.8275,1.9399999999999997,0.0,0.0,0.0,7.499444468333334,8.6
2007-01-02 00:00:00,0.44643333333333335,0.12110000000000003,242.2555,1.9633333333333336,0.0,0.5833333333333334,0.0,6.857222196666669,8.9
2007-01-02 01:00:00,0.4367333333333335,0.09576666666666668,243.2713333333332,1.8766666666666656,0.0,0.0,0.0,7.278888911666666,9.0
2007-01-02 02:00:00,0.43156666666666677,0.08523333333333333,245.75433333333334,1.826666666666666,0.0,0.0,0.0,7.192777856666668,8.8
2007-01-02 03:00:00,0.4641666666666668,0.14406666666666668,245.73700000000005,2.023333333333331,0.0,0.5833333333333334,0.0,7.152777816666666,8.8
2007-01-02 04:00:00,1.0399666666666667,0.09449999999999999,243.6123333333332,4.286666666666668,0.0,0.0,9.983333333333333,7.349444520000001,8.7
2007-01-02 05:00:00,0.7106000000000001,0.1165,242.43966666666662,3.0266666666666655,0.0,0.5666666666666667,4.45,6.826666701666668,8.9
2007-01-02 06:00:00,0.4469666666666667,0.10870000000000003,243.92550000000003,1.899999999999999,0.0,0.0,0.0,7.449444523333336,9.4
2007-01-02 07:00:00,0.4125666666666665,0.0649,240.8878333333333,1.746666666666667,0.0,0.03333333333333333,0.0,6.842777678333338,9.6
2007-01-02 08:00:00,0.45439999999999997,0.13143333333333335,239.94816666666668,1.9433333333333338,0.0,0.5333333333333333,0.0,7.039999951666671,9.8
2007-01-02 09:00:00,0.41763333333333336,0.07873333333333332,239.8076666666666,1.73,0.0,0.0,0.0,6.960555481666668,10.1
2007-01-02 10:00:00,0.4458999999999999,0.12510000000000002,238.7751666666667,1.89,0.0,0.5833333333333334,0.0,6.848333346666668,10.7
2007-01-02 11:00:00,0.4327666666666667,0.10033333333333334,242.0498333333334,1.809999999999999,0.0,0.0,0.0,7.212777764999998,11.3
2007-01-02 12:00:00,0.42596666666666655,0.08499999999999999,242.0061666666667,1.7966666666666669,0.0,0.06666666666666667,0.0,7.032777791666669,11.6
2007-01-02 13:00:00,0.45900000000000024,0.1423333333333333,242.46983333333338,1.9799999999999984,0.0,0.5,0.0,7.1500000283333325,12.0
2007-01-02 14:00:00,0.4384333333333334,0.10623333333333337,246.3836666666667,1.8566666666666665,0.0,0.0,0.0,7.3072222633333315,12.1
2007-01-02 15:00:00,1.4381,0.14100000000000007,242.95733333333334,5.9033333333333315,0.0,0.6333333333333333,15.883333333333333,7.451666618333334,11.8
2007-01-02 16:00:00,1.4590666666666672,0.10366666666666664,243.0953333333334,5.989999999999999,0.0,0.0,15.766666666666667,8.551111141666668,10.6
2007-01-02 17:00:00,2.136199999999999,0.2619,238.17766666666662,9.120000000000001,0.0,0.06666666666666667,8.416666666666666,27.12,10.1
2007-01-02 18:00:00,1.972066666666667,0.22810000000000002,237.5845000000001,8.363333333333332,0.0,0.5,17.3,15.067777913333328,7.9
2007-01-02 19:00:00,1.5183,0.10336666666666666,239.282,6.326666666666663,0.0,0.0,17.55,7.755000043333334,7.2
2007-01-02 20:00:00,2.573533333333333,0.3702666666666668,238.49449999999996,10.856666666666666,0.0,0.5833333333333334,17.416666666666668,24.89222224999999,7.0
2007-01-02 21:00:00,1.3214333333333341,0.18413333333333337,240.21083333333326,5.563333333333336,0.0,0.0,2.6,19.423888896666654,6.3
2007-01-02 22:00:00,0.5282333333333333,0.1221,242.95583333333343,2.273333333333331,0.0,0.45,0.0,8.353888871666667,6.6
2007-01-02 23:00:00,0.7439000000000002,0.05789999999999999,244.5686666666666,3.083333333333335,0.0,0.11666666666666667,0.0,12.281666523333337,7.0
2007-01-03 00:00:00,1.1254333333333337,0.05656666666666666,244.16183333333342,4.643333333333332,0.0,0.0,0.0,18.757222208333328,7.4
2007-01-03 01:00:00,0.9007000000000001,0.12496666666666667,243.94250000000005,3.7466666666666666,0.0,0.5666666666666667,0.0,14.445000029999996,7.0
2007-01-03 02:00:00,0.30483333333333346,0.13073333333333337,246.72216666666674,1.3866666666666667,0.0,0.0,0.0,5.08055567,6.6
2007-01-03 03:00:00,0.3333000000000001,0.18309999999999993,246.66966666666664,1.5799999999999996,0.0,0.5666666666666667,0.0,4.98833331833333,6.7
2007-01-03 04:00:00,0.29883333333333334,0.12216666666666663,246.05516666666665,1.3199999999999998,0.0,0.016666666666666666,0.0,4.963888883333334,7.1
2007-01-03 05:00:00,0.9516333333333334,0.10179999999999997,244.02800000000005,3.9200000000000013,0.0,0.0,10.883333333333333,4.977222175,7.2
2007-01-03 06:00:00,0.33433333333333337,0.17236666666666672,245.90366666666665,1.5500000000000014,0.0,0.5666666666666667,0.0,5.005555536666664,7.1
2007-01-03 07:00:00,0.3017,0.10843333333333335,242.7844999999999,1.3633333333333326,0.0,0.0,0.0,5.028333325,6.8
2007-01-03 08:00:00,0.31960000000000005,0.1428333333333334,241.3375,1.4799999999999995,0.0,0.5666666666666667,0.0,4.759999980000002,6.5
2007-01-03 09:00:00,0.6025000000000001,0.12573333333333334,240.72049999999993,2.6933333333333342,0.0,0.0,0.0,10.041666738333333,6.0
2007-01-03 10:00:00,0.8742333333333331,0.13066666666666668,241.29266666666663,3.809999999999999,0.0,0.0,0.0,14.570555483333338,5.7
2007-01-03 11:00:00,0.9764,0.1874333333333334,243.25683333333336,4.15666666666667,0.0,0.5666666666666667,8.45,7.256666793333335,6.5
2007-01-03 12:00:00,1.397766666666667,0.12273333333333333,242.34049999999996,5.7133333333333365,0.0,0.0,17.983333333333334,5.312777680000002,7.0
2007-01-03 13:00:00,1.4199333333333335,0.16713333333333338,242.9581666666666,5.806666666666669,0.0,0.5666666666666667,18.066666666666666,5.032222206666666,7.0
2007-01-03 14:00:00,1.0903666666666667,0.15780000000000005,244.93649999999997,4.540000000000003,0.0,0.0,12.733333333333333,5.4394443716666645,7.3
2007-01-03 15:00:00,0.3019999999999999,0.13683333333333333,245.9958333333333,1.4166666666666674,0.0,0.06666666666666667,0.0,4.966666743333335,7.4
2007-01-03 16:00:00,0.36766666666666653,0.23260000000000006,245.88633333333334,1.810000000000001,0.0,0.5166666666666667,0.0,5.611111150000002,7.4
2007-01-03 17:00:00,0.2851333333333334,0.10016666666666668,240.76233333333332,1.2533333333333334,0.0,0.0,0.0,4.752222198333333,7.1
2007-01-03 18:00:00,0.36119999999999997,0.21280000000000004,242.37099999999995,1.74,0.0,0.5833333333333334,0.0,5.4366666566666675,6.2
2007-01-03 19:00:00,0.28900000000000003,0.10486666666666666,241.15083333333334,1.2966666666666669,0.0,0.0,0.0,4.8166666566666665,6.2
